6/5 13:40:17.137  COMBAT_LOG_VERSION,4,ADVANCED_LOG_ENABLED,0
6/5 13:41:13.414  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,23881,"Bloodthirst",0x1,"Not yet recovered"
6/5 13:41:13.566  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,85288,"Raging Blow",0x1,"Not yet recovered"
6/5 13:41:13.873  SPELL_AURA_REMOVED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,1719,"Battle Cry",0x1,BUFF
6/5 13:41:14.053  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0x10a28,0x0,85288,"Raging Blow",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:14.053  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0x10a28,0x0,96103,"Raging Blow",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:14.053  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,1985,1985,0,nil
6/5 13:41:14.053  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0x10a28,0x0,96103,"Raging Blow",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,41458,0,1,0,0,0,nil,nil,nil
6/5 13:41:14.053  SPELL_ENERGIZE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,85288,"Raging Blow",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,5,0,1,0
6/5 13:41:14.053  SPELL_CAST_SUCCESS,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0x10a28,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,167381,"Dummy Strike",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:14.053  SPELL_DAMAGE,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0x10a28,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,167381,"Dummy Strike",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,15058,0,1,0,0,0,nil,nil,nil
6/5 13:41:14.082  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,85288,"Raging Blow",0x1,"Not yet recovered"
6/5 13:41:14.236  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,1047,0,0,nil
6/5 13:41:14.236  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0x10a28,0x0,85384,"Raging Blow",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,21872,0,1,0,0,0,nil,nil,nil
6/5 13:41:14.460  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,85288,"Raging Blow",0x1,"Not yet recovered"
6/5 13:41:14.576  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,100130,"Furious Slash",0x1,"Not yet recovered"
6/5 13:41:14.687  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,538,0,0,nil
6/5 13:41:14.687  SWING_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0x10a28,0x0,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,11240,0,1,0,0,0,nil,nil,nil
6/5 13:41:14.687  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,496,0,0,nil
6/5 13:41:14.687  SWING_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0x10a28,0x0,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,10350,0,1,0,0,0,1,nil,nil
6/5 13:41:14.978  SPELL_AURA_REMOVED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,18499,"Berserker Rage",0x1,BUFF
6/5 13:41:15.252  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0x10a28,0x0,100130,"Furious Slash",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:15.252  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,718,0,0,nil
6/5 13:41:15.252  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0x10a28,0x0,100130,"Furious Slash",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,14986,0,1,0,0,0,nil,nil,nil
6/5 13:41:15.252  SPELL_AURA_APPLIED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,206333,"Taste for Blood",0x1,BUFF
6/5 13:41:15.279  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,100130,"Furious Slash",0x1,"Not yet recovered"
6/5 13:41:16.129  SPELL_CAST_SUCCESS,0000000000000000,nil,0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,159675,"Mark of Warsong",0x10,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:16.129  SPELL_AURA_APPLIED,0000000000000000,nil,0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,159675,"Mark of Warsong",0x10,BUFF
6/5 13:41:16.129  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,508,0,0,nil
6/5 13:41:16.129  SWING_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0x10a28,0x0,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,10613,0,1,0,0,0,nil,nil,nil
6/5 13:41:16.129  SWING_MISSED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0x10a28,0x0,PARRY,1
6/5 13:41:16.566  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,190411,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:16.566  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:16.566  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,213,0,0,nil
6/5 13:41:16.566  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0x10a28,0x0,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,4441,0,1,0,0,0,nil,nil,nil
6/5 13:41:16.566  SPELL_AURA_APPLIED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,85739,"Meat Cleaver",0x1,BUFF
6/5 13:41:16.566  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,251,0,0,nil
6/5 13:41:16.566  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0xa28,0x0,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,5244,0,1,0,0,0,nil,nil,nil
6/5 13:41:16.566  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:16.566  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,114,0,0,nil
6/5 13:41:16.566  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0x10a28,0x0,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,2376,0,1,0,0,0,nil,nil,nil
6/5 13:41:16.566  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,124,0,0,nil
6/5 13:41:16.633  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0xa28,0x0,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,2592,0,1,0,0,0,nil,nil,nil
6/5 13:41:16.650  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,190411,"Whirlwind",0x1,"Not yet recovered"
6/5 13:41:16.846  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:16.846  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,209,0,0,nil
6/5 13:41:16.846  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0x10a28,0x0,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,4370,0,1,0,0,0,nil,nil,nil
6/5 13:41:16.846  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,240,0,0,nil
6/5 13:41:16.846  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0xa28,0x0,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,5019,0,1,0,0,0,nil,nil,nil
6/5 13:41:16.846  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:16.846  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,109,0,0,nil
6/5 13:41:16.846  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0x10a28,0x0,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,2278,0,1,0,0,0,nil,nil,nil
6/5 13:41:16.846  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,126,0,0,nil
6/5 13:41:16.846  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0xa28,0x0,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,2621,0,1,0,0,0,nil,nil,nil
6/5 13:41:16.846  SPELL_AURA_REMOVED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,184362,"Enrage",0x1,BUFF
6/5 13:41:16.917  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,190411,"Whirlwind",0x1,"Not yet recovered"
6/5 13:41:17.032  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:17.032  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,360,0,0,nil
6/5 13:41:17.032  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0x10a28,0x0,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,7521,0,1,0,0,0,1,nil,nil
6/5 13:41:17.032  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,203,0,0,nil
6/5 13:41:17.032  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0xa28,0x0,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,4237,0,1,0,0,0,nil,nil,nil
6/5 13:41:17.032  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:17.032  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,94,0,0,nil
6/5 13:41:17.032  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0x10a28,0x0,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,1968,0,1,0,0,0,nil,nil,nil
6/5 13:41:17.032  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,204,0,0,nil
6/5 13:41:17.032  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0xa28,0x0,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,4256,0,1,0,0,0,1,nil,nil
6/5 13:41:17.058  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,190411,"Whirlwind",0x1,"Not yet recovered"
6/5 13:41:17.651  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,190411,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:17.651  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:17.651  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,186,0,0,nil
6/5 13:41:17.651  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0x10a28,0x0,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,3887,0,1,0,0,0,nil,nil,nil
6/5 13:41:17.651  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,217,0,0,nil
6/5 13:41:17.651  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0xa28,0x0,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,4526,0,1,0,0,0,nil,nil,nil
6/5 13:41:17.651  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:17.651  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,182,0,0,nil
6/5 13:41:17.651  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0x10a28,0x0,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,3803,0,1,0,0,0,1,nil,nil
6/5 13:41:17.651  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,76,0,0,nil
6/5 13:41:17.651  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0xa28,0x0,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,1577,0,1,0,675,0,nil,nil,nil
6/5 13:41:17.651  SPELL_AURA_REFRESH,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,85739,"Meat Cleaver",0x1,BUFF
6/5 13:41:17.651  SPELL_CAST_SUCCESS,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0x10a28,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,167381,"Dummy Strike",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:17.651  SPELL_DAMAGE,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0x10a28,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,167381,"Dummy Strike",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,13956,0,1,0,0,0,nil,nil,nil
6/5 13:41:17.803  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,190411,"Whirlwind",0x1,"Not yet recovered"
6/5 13:41:17.925  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:17.925  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,349,0,0,nil
6/5 13:41:17.925  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0x10a28,0x0,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,7279,0,1,0,0,0,1,nil,nil
6/5 13:41:17.925  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,204,0,0,nil
6/5 13:41:17.925  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0xa28,0x0,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,4256,0,1,0,0,0,nil,nil,nil
6/5 13:41:17.925  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:17.925  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,91,0,0,nil
6/5 13:41:17.925  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0x10a28,0x0,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,1895,0,1,0,0,0,nil,nil,nil
6/5 13:41:17.925  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,197,0,0,nil
6/5 13:41:17.925  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0xa28,0x0,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,4113,0,1,0,0,0,1,nil,nil
6/5 13:41:17.965  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,190411,"Whirlwind",0x1,"Not yet recovered"
